seed,beta,duration,heartbeats_sent,heartbeats_delivered,false_elections,safety_violations,availability
10,0.25,10.0,776,688,4,215,0.014999999999999902
10,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
10,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
10,0.4,10.0,736,582,4,175,0.015000000000000013
10,0.45,10.0,716,548,4,155,0.015000000000000013
10,0.5,10.0,696,514,4,145,0.015000000000000013
10,0.55,10.0,672,480,4,157,0.014999999999999902
10,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
10,0.65,10.0,608,410,4,115,0.014999999999999902
10,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
10,0.75,10.0,532,337,4,110,0.015000000000000013
10,0.8,10.0,480,297,4,98,0.014999999999999902
10,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
10,0.9,10.0,352,205,4,61,0.014999999999999902
11,0.0,10.0,800,715,4,172,0.014999999999999902
11,0.05,10.0,800,754,4,304,0.015000000000000013
11,0.1,10.0,796,790,4,274,0.015000000000000013
11,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
11,0.2,10.0,784,726,4,172,0.014999999999999902
11,0.25,10.0,776,688,4,215,0.014999999999999902
11,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
11,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
11,0.4,10.0,736,582,4,175,0.015000000000000013
11,0.45,10.0,716,548,4,155,0.015000000000000013
11,0.5,10.0,696,514,4,145,0.015000000000000013
11,0.55,10.0,672,480,4,157,0.014999999999999902
11,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
11,0.65,10.0,608,410,4,115,0.014999999999999902
11,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
11,0.75,10.0,532,337,4,110,0.015000000000000013
11,0.8,10.0,480,297,4,98,0.014999999999999902
11,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
11,0.9,10.0,352,205,4,61,0.014999999999999902
12,0.0,10.0,800,715,4,172,0.014999999999999902
12,0.05,10.0,800,754,4,304,0.015000000000000013
12,0.1,10.0,796,790,4,274,0.015000000000000013
12,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
12,0.2,10.0,784,726,4,172,0.014999999999999902
12,0.25,10.0,776,688,4,215,0.014999999999999902
12,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
12,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
12,0.4,10.0,736,582,4,175,0.015000000000000013
12,0.45,10.0,716,548,4,155,0.015000000000000013
12,0.5,10.0,696,514,4,145,0.015000000000000013
12,0.55,10.0,672,480,4,157,0.014999999999999902
12,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
12,0.65,10.0,608,410,4,115,0.014999999999999902
12,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
12,0.75,10.0,532,337,4,110,0.015000000000000013
12,0.8,10.0,480,297,4,98,0.014999999999999902
12,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
12,0.9,10.0,352,205,4,61,0.014999999999999902
13,0.0,10.0,800,715,4,172,0.014999999999999902
13,0.05,10.0,800,754,4,304,0.015000000000000013
13,0.1,10.0,796,790,4,274,0.015000000000000013
13,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
13,0.2,10.0,784,726,4,172,0.014999999999999902
13,0.25,10.0,776,688,4,215,0.014999999999999902
13,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
13,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
13,0.4,10.0,736,582,4,175,0.015000000000000013
13,0.45,10.0,716,548,4,155,0.015000000000000013
13,0.5,10.0,696,514,4,145,0.015000000000000013
13,0.55,10.0,672,480,4,157,0.014999999999999902
13,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
13,0.65,10.0,608,410,4,115,0.014999999999999902
13,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
13,0.75,10.0,532,337,4,110,0.015000000000000013
13,0.8,10.0,480,297,4,98,0.014999999999999902
13,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
13,0.9,10.0,352,205,4,61,0.014999999999999902
14,0.0,10.0,800,715,4,172,0.014999999999999902
14,0.05,10.0,800,754,4,304,0.015000000000000013
14,0.1,10.0,796,790,4,274,0.015000000000000013
14,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
14,0.2,10.0,784,726,4,172,0.014999999999999902
14,0.25,10.0,776,688,4,215,0.014999999999999902
14,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
14,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
14,0.4,10.0,736,582,4,175,0.015000000000000013
14,0.45,10.0,716,548,4,155,0.015000000000000013
14,0.5,10.0,696,514,4,145,0.015000000000000013
14,0.55,10.0,672,480,4,157,0.014999999999999902
14,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
14,0.65,10.0,608,410,4,115,0.014999999999999902
14,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
14,0.75,10.0,532,337,4,110,0.015000000000000013
14,0.8,10.0,480,297,4,98,0.014999999999999902
14,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
14,0.9,10.0,352,205,4,61,0.014999999999999902
15,0.0,10.0,800,715,4,172,0.014999999999999902
15,0.05,10.0,800,754,4,304,0.015000000000000013
15,0.1,10.0,796,790,4,274,0.015000000000000013
15,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
15,0.2,10.0,784,726,4,172,0.014999999999999902
15,0.25,10.0,776,688,4,215,0.014999999999999902
15,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
15,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
15,0.4,10.0,736,582,4,175,0.015000000000000013
15,0.45,10.0,716,548,4,155,0.015000000000000013
15,0.5,10.0,696,514,4,145,0.015000000000000013
15,0.55,10.0,672,480,4,157,0.014999999999999902
15,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
15,0.65,10.0,608,410,4,115,0.014999999999999902
15,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
15,0.75,10.0,532,337,4,110,0.015000000000000013
15,0.8,10.0,480,297,4,98,0.014999999999999902
15,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
15,0.9,10.0,352,205,4,61,0.014999999999999902
16,0.0,10.0,800,715,4,172,0.014999999999999902
16,0.05,10.0,800,754,4,304,0.015000000000000013
16,0.1,10.0,796,790,4,274,0.015000000000000013
16,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
16,0.2,10.0,784,726,4,172,0.014999999999999902
16,0.25,10.0,776,688,4,215,0.014999999999999902
16,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
16,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
16,0.4,10.0,736,582,4,175,0.015000000000000013
16,0.45,10.0,716,548,4,155,0.015000000000000013
16,0.5,10.0,696,514,4,145,0.015000000000000013
16,0.55,10.0,672,480,4,157,0.014999999999999902
16,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
16,0.65,10.0,608,410,4,115,0.014999999999999902
16,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
16,0.75,10.0,532,337,4,110,0.015000000000000013
16,0.8,10.0,480,297,4,98,0.014999999999999902
16,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
16,0.9,10.0,352,205,4,61,0.014999999999999902
17,0.0,10.0,800,715,4,172,0.014999999999999902
17,0.05,10.0,800,754,4,304,0.015000000000000013
17,0.1,10.0,796,790,4,274,0.015000000000000013
17,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
17,0.2,10.0,784,726,4,172,0.014999999999999902
17,0.25,10.0,776,688,4,215,0.014999999999999902
17,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
17,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
17,0.4,10.0,736,582,4,175,0.015000000000000013
17,0.45,10.0,716,548,4,155,0.015000000000000013
17,0.5,10.0,696,514,4,145,0.015000000000000013
17,0.55,10.0,672,480,4,157,0.014999999999999902
17,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
17,0.65,10.0,608,410,4,115,0.014999999999999902
17,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
17,0.75,10.0,532,337,4,110,0.015000000000000013
17,0.8,10.0,480,297,4,98,0.014999999999999902
17,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
17,0.9,10.0,352,205,4,61,0.014999999999999902
18,0.0,10.0,800,715,4,172,0.014999999999999902
18,0.05,10.0,800,754,4,304,0.015000000000000013
18,0.1,10.0,796,790,4,274,0.015000000000000013
18,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
18,0.2,10.0,784,726,4,172,0.014999999999999902
18,0.25,10.0,776,688,4,215,0.014999999999999902
18,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
18,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
18,0.4,10.0,736,582,4,175,0.015000000000000013
18,0.45,10.0,716,548,4,155,0.015000000000000013
18,0.5,10.0,696,514,4,145,0.015000000000000013
18,0.55,10.0,672,480,4,157,0.014999999999999902
18,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
18,0.65,10.0,608,410,4,115,0.014999999999999902
18,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
18,0.75,10.0,532,337,4,110,0.015000000000000013
18,0.8,10.0,480,297,4,98,0.014999999999999902
18,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
18,0.9,10.0,352,205,4,61,0.014999999999999902
19,0.0,10.0,800,715,4,172,0.014999999999999902
19,0.05,10.0,800,754,4,304,0.015000000000000013
19,0.1,10.0,796,790,4,274,0.015000000000000013
19,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
19,0.2,10.0,784,726,4,172,0.014999999999999902
19,0.25,10.0,776,688,4,215,0.014999999999999902
19,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
19,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
19,0.4,10.0,736,582,4,175,0.015000000000000013
19,0.45,10.0,716,548,4,155,0.015000000000000013
19,0.5,10.0,696,514,4,145,0.015000000000000013
19,0.55,10.0,672,480,4,157,0.014999999999999902
19,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
19,0.65,10.0,608,410,4,115,0.014999999999999902
19,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
19,0.75,10.0,532,337,4,110,0.015000000000000013
19,0.8,10.0,480,297,4,98,0.014999999999999902
19,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
19,0.9,10.0,352,205,4,61,0.014999999999999902
20,0.0,10.0,800,715,4,172,0.014999999999999902
20,0.05,10.0,800,754,4,304,0.015000000000000013
20,0.1,10.0,796,790,4,274,0.015000000000000013
20,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
20,0.2,10.0,784,726,4,172,0.014999999999999902
20,0.25,10.0,776,688,4,215,0.014999999999999902
20,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
20,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
20,0.4,10.0,736,582,4,175,0.015000000000000013
20,0.45,10.0,716,548,4,155,0.015000000000000013
20,0.5,10.0,696,514,4,145,0.015000000000000013
20,0.55,10.0,672,480,4,157,0.014999999999999902
20,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
20,0.65,10.0,608,410,4,115,0.014999999999999902
20,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
20,0.75,10.0,532,337,4,110,0.015000000000000013
20,0.8,10.0,480,297,4,98,0.014999999999999902
20,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
20,0.9,10.0,352,205,4,61,0.014999999999999902
21,0.0,10.0,800,715,4,172,0.014999999999999902
21,0.05,10.0,800,754,4,304,0.015000000000000013
21,0.1,10.0,796,790,4,274,0.015000000000000013
21,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
21,0.2,10.0,784,726,4,172,0.014999999999999902
21,0.25,10.0,776,688,4,215,0.014999999999999902
21,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
21,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
21,0.4,10.0,736,582,4,175,0.015000000000000013
21,0.45,10.0,716,548,4,155,0.015000000000000013
21,0.5,10.0,696,514,4,145,0.015000000000000013
21,0.55,10.0,672,480,4,157,0.014999999999999902
21,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
21,0.65,10.0,608,410,4,115,0.014999999999999902
21,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
21,0.75,10.0,532,337,4,110,0.015000000000000013
21,0.8,10.0,480,297,4,98,0.014999999999999902
21,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
21,0.9,10.0,352,205,4,61,0.014999999999999902
22,0.0,10.0,800,715,4,172,0.014999999999999902
22,0.05,10.0,800,754,4,304,0.015000000000000013
22,0.1,10.0,796,790,4,274,0.015000000000000013
22,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
22,0.2,10.0,784,726,4,172,0.014999999999999902
22,0.25,10.0,776,688,4,215,0.014999999999999902
22,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
22,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
22,0.4,10.0,736,582,4,175,0.015000000000000013
22,0.45,10.0,716,548,4,155,0.015000000000000013
22,0.5,10.0,696,514,4,145,0.015000000000000013
22,0.55,10.0,672,480,4,157,0.014999999999999902
22,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
22,0.65,10.0,608,410,4,115,0.014999999999999902
22,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
22,0.75,10.0,532,337,4,110,0.015000000000000013
22,0.8,10.0,480,297,4,98,0.014999999999999902
22,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
22,0.9,10.0,352,205,4,61,0.014999999999999902
23,0.0,10.0,800,715,4,172,0.014999999999999902
23,0.05,10.0,800,754,4,304,0.015000000000000013
23,0.1,10.0,796,790,4,274,0.015000000000000013
23,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
23,0.2,10.0,784,726,4,172,0.014999999999999902
23,0.25,10.0,776,688,4,215,0.014999999999999902
23,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
23,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
23,0.4,10.0,736,582,4,175,0.015000000000000013
23,0.45,10.0,716,548,4,155,0.015000000000000013
23,0.5,10.0,696,514,4,145,0.015000000000000013
23,0.55,10.0,672,480,4,157,0.014999999999999902
23,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
23,0.65,10.0,608,410,4,115,0.014999999999999902
23,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
23,0.75,10.0,532,337,4,110,0.015000000000000013
23,0.8,10.0,480,297,4,98,0.014999999999999902
23,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
23,0.9,10.0,352,205,4,61,0.014999999999999902
24,0.0,10.0,800,715,4,172,0.014999999999999902
24,0.05,10.0,800,754,4,304,0.015000000000000013
24,0.1,10.0,796,790,4,274,0.015000000000000013
24,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
24,0.2,10.0,784,726,4,172,0.014999999999999902
24,0.25,10.0,776,688,4,215,0.014999999999999902
24,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
24,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
24,0.4,10.0,736,582,4,175,0.015000000000000013
24,0.45,10.0,716,548,4,155,0.015000000000000013
24,0.5,10.0,696,514,4,145,0.015000000000000013
24,0.55,10.0,672,480,4,157,0.014999999999999902
24,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
24,0.65,10.0,608,410,4,115,0.014999999999999902
24,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
24,0.75,10.0,532,337,4,110,0.015000000000000013
24,0.8,10.0,480,297,4,98,0.014999999999999902
24,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
24,0.9,10.0,352,205,4,61,0.014999999999999902
25,0.0,10.0,800,715,4,172,0.014999999999999902
25,0.05,10.0,800,754,4,304,0.015000000000000013
25,0.1,10.0,796,790,4,274,0.015000000000000013
25,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
25,0.2,10.0,784,726,4,172,0.014999999999999902
25,0.25,10.0,776,688,4,215,0.014999999999999902
25,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
25,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
25,0.4,10.0,736,582,4,175,0.015000000000000013
25,0.45,10.0,716,548,4,155,0.015000000000000013
25,0.5,10.0,696,514,4,145,0.015000000000000013
25,0.55,10.0,672,480,4,157,0.014999999999999902
25,0.6000000000000001,10.0,644,445,4,119,0.015000000000000013
25,0.65,10.0,608,410,4,115,0.014999999999999902
25,0.7000000000000001,10.0,572,374,4,108,0.015000000000000013
25,0.75,10.0,532,337,4,110,0.015000000000000013
25,0.8,10.0,480,297,4,98,0.014999999999999902
25,0.8500000000000001,10.0,424,254,4,71,0.015000000000000013
25,0.9,10.0,352,205,4,61,0.014999999999999902
26,0.0,10.0,800,715,4,172,0.014999999999999902
26,0.05,10.0,800,754,4,304,0.015000000000000013
26,0.1,10.0,796,790,4,274,0.015000000000000013
26,0.15000000000000002,10.0,792,763,4,189,0.015000000000000013
26,0.2,10.0,784,726,4,172,0.014999999999999902
26,0.25,10.0,776,688,4,215,0.014999999999999902
26,0.30000000000000004,10.0,764,652,4,195,0.015000000000000013
26,0.35000000000000003,10.0,752,617,4,169,0.015000000000000013
26,0.4,10.0,736,582,4,175,0.015000000000000013
26,0.45,10.0,716,548,4,155,0.015000000000000013
